"id","judul_bab","file","textpreprocessing"
"180","Hadis Tentang Perintah dan Larangan","17. Hadis Tentang Perintah dan Larangan/27.txt","riwayat abu hurairah radliallahu anhu nabi shallallahu alaihi wassalam beliau sabda bayi bisa bicara masih buai tiga orang pertama nabi isa alaihis salam dua orang lakilaki bani israil panggil nama juraij sedang laksana shalat ibu datang panggil lakilaki enggan jawab kata hati aku penuh panggil aku terus shalat akhir ibu kata allah jangan engkau mati kecuali engkau lihat kepada wanita zina suatu hari juraij sedang ada biara lalu datang orang wanita tawar diri ajak bicara juraij tolak kemudian wanita datang datang orang pengembala lalu wanita dapat rayu gembala hingga lahir orang anak si wanita lantas kata anak juraij orangorang datang juraij hancur biara memaksannya keluar lalu memakimakinya kemudian juraij berwudhu lalu shalat datang bayi lalu tanya siapa bapak wahai anak bayi jawab orang pengembala orangorang kata akan bangun biara buat emas juraij kata tanah tiga ada orang wanita kalang bani israil ketika sedang susu bayi ada orang lakilaki tampan gagah tunggang tunggang lewat hadap wanita wanita kata allah jadi anak pemuda spontan bayi lepas puting susu ibu pandang lakilaki tampan kemudian kata allah jangan engkau jadi aku kemudian dia isap puting susu ibu abu hurairah radliallahu anhu kata akan aku lihat nabi shallallahu alaihi wassalam isap jari beliau lalu lewat orang budak wanita ibu kata allah jangan engkau jadi anak dia maka sang bayi kembali lepas puting susu ibu lalu kata allah jadi aku seperti dia budak wanita ibu tanya kamu kata bayi jawab sungguh pemuda tunggang itu benar salah orang dari orangorang kejam diktator budak wanita orangorang tuduh kata kamu curi kamu zina padahal dia tidak pernah laku hr imam albukhari"
"181","Hadis Tentang Perintah dan Larangan","17. Hadis Tentang Perintah dan Larangan/28.txt","riwayat abu hurairah radliallahu anhu sungguh rasulullah shallallahu alaihi wassalam sabda kuda diri tiga jenis pertama kuda orang milik jadi pahala dua kuda jadi sarana penuh butuh tiga kuda datang dosa milik adapun orang dapat pahala orang tambat kuda penting jihad fii sabilillah mana ikat ladang hijau penuh rumput taman apa dapat kuda lama ada pengembalaan ladang penuh rumput hijau taman semua jadi baik orang anda tali putus lalu kuda lari sekali dua kali jejakjejak kotor jadi baik bagi milik anda kuda lewat sungai lalu minum dari dia hendak beri minum semua baik bagi adapun jenis kuda dua orang tambat kuda sombong pamer musuh kaum muslimin bagi adalah dosa yang sebab buat hr imam albukhari"
"182","Hadis Tentang Perintah dan Larangan","17. Hadis Tentang Perintah dan Larangan/29.txt","riwayat abu hurairah radliallahu anhu iaberkata rasulullah shallallahu alaihi wassalam sabda syaitan senantiasa datang salah orang kalian kata siapa cipta siapa cipta tuhan bila sampai itu hendak minta lindung allah dan henti hr imam albukhari"
"183","Hadis Tentang Perintah dan Larangan","17. Hadis Tentang Perintah dan Larangan/30.txt","riwayat abdullah bin masud nabi shallallahu alaihi wassalam beliau sabda allah rasa gembira tobat orang hamba lebih gembira orang tengah singgah suatu tempat cekam tani hewan tunggang bekal makan minum ada sama tunggang kemudian letak kepal lalu tidur bangun tidur nyata hewan tunggang lepas bawa bekal makan minum hingga rasa sangat panas haus seperti hendak allah ia pun kata baik aku saja tempat tdiurku mula kemudian ia kembali tidur ia angkat kepala nyata hewan tunggang ada sisi hr imam albukhari"
"184","Hadis Tentang Perintah dan Larangan","17. Hadis Tentang Perintah dan Larangan/31.txt","riwayat aisyah radliallahu anha orangorang quraisy sedang hadap soal gelisah tentang orang wanita suku makhzum curi lalu kata siapa mau runding masalah kepada rasulullah shallallahu alaihi wassalam bagi kata berani hadap beliau usamah bin zaid orang sayang rasulullah shallallahu alaihi wassalam usamah sampai masalah sebut lalu rasulullah shallallahu alaihi wassalam sabda kamu minta ringan atas langgar atur allah kemudian beliau diri sampai khotbah lalu sabda orangorang kalian jadi binasa apabila orang kalang hormat jabat kuasa elit masyarakat curi biar apabila ada orang kalang rendah masyarakat rendah rakyat biasa curi tegak sanksi hukum atas allah anda fathimah binti muhammad curi aku sendiri akan potong tagan hr imam albukhari"
"185","Hadis Tentang Perintah dan Larangan","17. Hadis Tentang Perintah dan Larangan/32.txt","riwayat ibnu umar radliallahu anhuma nabi shallallahu alaihi wassalam beliau sabda andai perut salah orang kalian penuh nanah lebih baik penuh baitbait syair hr imam albukhari"
"186","Hadis Tentang Etika","18. Hadis Tentang Etika/1.txt","riwayat abu said alkhudriy nabi shallallahu alaihi wassalam berabda jangan kalian duduk duduk pinggir jalan kata sudah jadi biasa laku karena jadi tempat kami obrol beliau sabda kalian mau tinggal tempat sebut tunai hak jalan sebut tanya apa hak jalan beliau jawab tunduk pandang singkir halang duri sesuatu dapat halang guna jalan jawab salam jalan baik tolak mungkar hr imam albukhari"
"187","Hadis Tentang Etika","18. Hadis Tentang Etika/2.txt","riwayat ibnu abbas radliallahu anhuma nabi shallallahu alaihi wassalam beliau sabda orang kalian apabila datang istri jimak kemudian baca doa allahumma jannibnasy syaithaana wa jannibisy syaithaana maa razaqtanaa sebut nama allah allah jauh dari syaitan jauh dari anak kelak engkau karunia kami kemudian bila dua karunia anak syaitan akan celaka anak hr imam albukhari"
"188","Hadis Tentang Etika","18. Hadis Tentang Etika/3.txt","riwayat ibnu abbas nabi shallallahu alaihi wassalam sabda salah orang kalian makan jangan kelap tangan hingga jilat hr imam albukhari"
"189","Hadis Tentang Etika","18. Hadis Tentang Etika/4.txt","riwayat ibnu umar radliallahu anhuma pernah dengar nabi shallallahu alaihi wassalam larang jadi binatang selain sasar tembak hr imam albukhari"
"190","Hadis Tentang Etika","18. Hadis Tentang Etika/5.txt","riwayat ali radliallahu anhu pernah datang diri depan pintu rahbah kufah lalu minum diri itu kata sungguh orangorang rasa benci bila salah orang kalian minum diri padahal aku pernah lihat nabi shallallahu alaihi wassalam laku bagaimana kalian lihat ini hr imam albukhari"
"191","Hadis Tentang Etika","18. Hadis Tentang Etika/6.txt","riwayat abu hurairah kata rasulullah shallallahu alaihi wassalam larang minum langsung mulut gibah tempat air minum hendak orang larang tetangga sandar kayu rumah hr imam albukhari"
"192","Hadis Tentang Etika","18. Hadis Tentang Etika/7.txt","riwayat aisyah radliallahu anha nabi shallallahu alaihi wassalam beliau sabda jangan salah orang kalian kata khabutsat nafsi diri sangat buruk tetapi hendak kata laqisat nafsi diri milik kurang hr imam albukhari"
"193","Hadis Tentang Etika","18. Hadis Tentang Etika/8.txt","riwayat anas kata nabi sabda sebut kalian nama allah hendak semua lakilaki makan apa ada dekat hr imam albukhari"
"194","Hadis Tentang Etika","18. Hadis Tentang Etika/9.txt","riwayat aisyah kata nabi shallallahu alaihi wassalam tiap buat suka dahulu kanan dalam suci naik kendara pakai sendal hr imam albukhari"
"195","Hadis Tentang Etika","18. Hadis Tentang Etika/10.txt","riwayat abu hurairah nabi shallallahu alaihi wassalam sabda orang bantu datang salah satu kalian bawa makan lalu tidak ajak duduk makan sama hendak ikan kepada satu dua suap satu dua makan dia dapat panas masak atas jasa juga makan sebut dihindangkan hr imam albukhari"
"196","Hadis Tentang Etika","18. Hadis Tentang Etika/11.txt","riwayat anas radliallahu anhu kata tiba madinah rasulullah shallallahu alaihi wassalam punya bantu lau abu thalhah gandeng tangan temu rasulullah shallallahu alaihi wassalam lalu kata wahai rasulullah sungguh anas adalah anak cerdas dia siap layan tuan aku layan beliau baik pergi maupun muqim tinggal madinah beliau pernah kata kepada apa aku laku kamu buat begini dan pernah kata sesuatu aku laku kenapa kamu tidak buat begini hr imam albukhari"
"197","Hadis Tentang Etika","18. Hadis Tentang Etika/12.txt","riwayat abu hurairah nabi shallallahu alaihi wassalam sungguh orang lakilaki lihat ekor anjing menjilatjilat tanah embun haus lalu orang ambil sepatu isi air kemudian minum anjing sebut hingga kenyang allah terima kasih kepada masuk dalam surga hr imam albukhari"
"198","Hadis Tentang Etika","18. Hadis Tentang Etika/13.txt","riwayat usamah bin zaid kata putri nabi shallallahu alaihi wassalam pergi temu nabi shallallahu alaihi wassalam abar anak tinggal datang kami nabi shallallahu alaihi wassalam perintah sampai salam lalu sabda sungguh segala apa ambil apa beri milik allah segala ada sis tentu ajal sabar mohon pahala untuk kemudian datang beliau minta sangat beliau datang beliau berangkat sama juga saad bin ubadah muaadz bin jabal ubay bin kaab zaid bin tsabit beberapa orang kemudian bayi sebut serah nabi shallallahu alaihi wassalam hati beliau tampak guncang sedih aku duga kata akan seperti geriba kosong alir air mata beliau saad kata wahai rasululullah engkau menang beliau kata ini rahmat allah ikan kepada hati hambahambanya sungguh allah rahmat hambahambanya yang saling nyanyang hr imam albukhari"
"199","Hadis Tentang Etika","18. Hadis Tentang Etika/14.txt","riwayat asmabinti abu bakar radliallahuanhuma kata ibu temu dia masuk islam masa janji quraisy buat janji rasulullah shallallahu alaihi wassalam ayah lalu aku minta dapat rasulullah shallallahu alaihi wassalam aku tanya wahai rasulullah ibu datang kepada dia sangat aku buat baik pada aku tetap jalin hubung ibu beliau jawab sambung silaturahim dengan hr imam albukhari"
"200","Hadis Tentang Etika","18. Hadis Tentang Etika/15.txt","riwayat abdullah bin amru kata nabi shallallahu alaihi wassalam kata kepada benar kabar kata kamu selalu diri shalat malam hari puasa siang hari aku jawab benar beliau shallallahu alaihi wassalam sabda sungguh kamu laku sebut terus terus nanti mata merah jiwa lemah sungguh bagi keluarga punya hak masingmasing puasa juga buka bangun shalat malam juga tidur hr imam albukhari"
"201","Hadis Tentang Etika","18. Hadis Tentang Etika/16.txt","riwayat anas kata rasulullah shallallahu alaihi wassalam datang tamu rumah beliau minta minum siap susu hasil peras kambing campur air sumur kami lalu kami suguh beliau abu bakar duduk samping kiri beliau umar duduk hadap beliau beliau selesai minum umar kata ada abu bakar beri kepada air susu beliau beri susu itu kepada orang badui tadi hak atas gilir beliau sabda belah kanan dan ke kanan tahu dahulu yang kanan anas kata adalah sunnah adalah sunnah ucap tiga kali hr imam albukhari"
"202","Hadis Tentang Etika","18. Hadis Tentang Etika/17.txt","riwayat abu hurairah nabi shallallahu alaihi wassalam beliau sabda anda aku undang hujung negeri aku penuh anda aku beri daging bagi kaki aku terima hr imam albukhari"
"203","Hadis Tentang Etika","18. Hadis Tentang Etika/18.txt","riwayat abu hurairah kata sehinahinanya nama sisi allah orang nama malikil amlak maharaja diraja hr imam albukhari"
"204","Hadis Tentang Etika","18. Hadis Tentang Etika/19.txt","riwayat aisyah radliallahu anha nabi shallallahu alaihi wassalam beliau sabda jibril senantiasa pesan kepada buat baik tetangga aku ira tetangga dapat harta waris hr imam albukhari"
"205","Hadis Tentang Etika","18. Hadis Tentang Etika/20.txt","riwayat aisyah radliallahuanha kata aku tanya wahai rasulullah aku punya tetangga siapa dua paling hak aku beri hadiah beliau sabda yang paling dekat pintu rumah dari hr imam albukhari"
"206","Hadis Tentang Etika","18. Hadis Tentang Etika/21.txt","riwayat abu hurairah radliallahu anhuma nabi shallallahu alaihi wassalam beliau sabda allah cipta semua makhluk rahim kata ini tempat lindung putus silaturahim sambung silaturahim allah jawab benar tidak kamu rela bahwasanya aku sambung orangorang sambung putus yang putus rahim jawab rabb allah firman yang kamu milik hr imam albukhari"
"207","Hadis Tentang Etika","18. Hadis Tentang Etika/22.txt","riwayat hakim bin hazim kata aku pernah minta kepada rasulullah shallallhu alaihi wassalam lalu beliau beri kemudian aku minta beliau beri kemudian aku minta beliau masih beri beliau sabda wahai hakim sungguh harta hijau dan juga manis barang siapa cari kedermawanan diri maka harta berkah barang siapa cari serakah maka harta tidak akan berkah bagai orang makan tidak kenyangkenyang tangan di atas lebih baik tangan di bawah hr imam albukhari"
"208","Hadis Tentang Etika","18. Hadis Tentang Etika/23.txt","riwayat umar radliallahuanhu nabi shallallahu alaihi wassalam jual pohon kurma bani nadlir simpan makan sedia lama tahun keluarga hr imam albukhari"
"209","Hadis Tentang Etika","18. Hadis Tentang Etika/24.txt","riwayat abbas radliallahu anhu nabi shallallahu alaihi wassalam beliau sabda siapa lihat pimpin tak suka hendak sabar hadap siapa pisah diri jengkal dari jamaah dia mati jahiliyah hr imam albukhari"
"210","Hadis Tentang Etika","18. Hadis Tentang Etika/25.txt","riwayat abu hurairah radliallahu anhu nabi shallallahu alaihi wassalam beliau sabda tandatanda kiamat zaman asa ringkas amal saleh kurang bakhil rajalela fitnah maksiat nyata terangterangan banyak alharaj sahabat tanya rasulullah apa maksud istilah alharaj nabi jawab pembunuhanpembunuhan hr imam albukhari"
"211","Hadis Tentang Etika","18. Hadis Tentang Etika/26.txt","riwayat hudaifah bin alyaman kata orangorang tanya rasulullah shallallahu alaihi wassalam perkaraperkara baik aku tanya beliau keburu aku takut timpa aku tanya wahai rasulullah ada masa jahiliyah keburu kemudian allah datang baik baik datang keburu beliau jawab aku tanya apakah keburu datang baik beliau jawab akan dalam dakhan kotor aku tanya apa kotor beliau jawab suatu kaum pimpin ikut tunjuk kamu kenal sekaligus kamu ingkar aku tanya apakah telah baik kotor akan timbul keburu beliau jawab yaitu seru ajak pintu jahnnam siapa penuh seru maka akan lempar dalam aku tanya wahai rasulullah ikan sifatsifat ciriciri kami beliau jelas asal kulitkulit kalian bicara bahasa kalian aku kata apa baginda perintah kepada bila aku temu zaman keburu beliau jawab kamu tetap pegang gabung kepada jamaatul muslimin pimpin aku kata saat ada jamaatul muslimin juga tidak ada pimpin islam beliau jawab kamu tinggal seluruh firqah kelompokgolongan sekalipun kamu makan akar pohon hingga maut jemput kamu tetap ada di dalam ada pegang kepada benar hr imam albukhari"
"212","Hadis Tentang Etika","18. Hadis Tentang Etika/27.txt","riwayat aisyah radliallahu anha dia brkata tidak rasulullah shallallahu alaihi wassalam beri pilih dua perkara hadap beliau senantiasa ambil paling ringan antara dua lama bukan perkara dosa anda perkara dosa beliau orang paling jauh dari rasulullah shallallahu alaihi wassalam pernah benci musuh timbang penting pribadi semata memang noda hormat allah apabila hormat allah noda beliau orang paling benci musuh hr imam albukhari"
"213","Hadis Tentang Etika","18. Hadis Tentang Etika/28.txt","riwayat anas nabi shallallahu alaihi wassalam beliau sabda anak saudari perempuan suatu kaum bagi atau kalang hr imam albukhari"
"214","Hadis Tentang Etika","18. Hadis Tentang Etika/29.txt","riwayat saad radliallahu anhu kata aku dengar nabi shallallahu alaihi wassalam sabda barang siapa nasab diri selain ayah padahal tahu bukan ayah surga haram baginyahr imam albukhari"
"215","Hadis Tentang Bekerja, Wirausaha, dan Transaksi","19. Hadis Tentang Bekerja, Wirausaha, dan Transaksi/1.txt","riwayat ibnu abbas nabi shallallahu alaihi wassalam sebaikbaiknya upah paling hak kalian ambil upah ajar kitabullah hr imam albukhari"
"216","Hadis Tentang Bekerja, Wirausaha, dan Transaksi","19. Hadis Tentang Bekerja, Wirausaha, dan Transaksi/2.txt","riwayat abu hurairah kata rasulullah shallallahu alaihi wassalam sabda hewan kendara gadai bayar tentu susu hewan boleh minum bila gadai bayar tentu hadap orang kendara minum susu gadai wajib membayarhr imam albukhari"
"217","Hadis Tentang Bekerja, Wirausaha, dan Transaksi","19. Hadis Tentang Bekerja, Wirausaha, dan Transaksi/3.txt","riwayat saad bin abi waqosh radliallahu anhu kata nabi shallallahu alaihi wassalam datang jenguk aku sedang sakit aku ada makkah beliau begitu suka bila tinggal dunia negeri mana sudah hijrah dari makkah beliau kemudian berabda moga allah selalu rahmat ibnu afra aku tanya rasulullah aku kata wahai rasulullah aku mau wasiat serah seluruh harta beliau jawab jangan aku tanya kalau tiga beliau menhjawab tiga tiga sudah banyak sungguh kamu tinggal ahli waris ada kaya lebih baik kamu tinggal dalam ada miskin lalu emis manusia tengadah tangan sungguh apa kamu keluar upa nafkah sungguh masuk seekah sekalipun satu suap kamu masuk dalam mulut istri moga allah mengankatmu mana allah beri manfaat manusia lalu diri beri mudharat orangorang yang lain saay dia saad milik ahli waris orang anak perempuan semata hr imam albukhari"
"218","Hadis Tentang Bekerja, Wirausaha, dan Transaksi","19. Hadis Tentang Bekerja, Wirausaha, dan Transaksi/4.txt","riwayat imam albukhari nabi shallallahu alaihi wassalam sabda barang siapa milik tunggak utang bayar yang sangkut belum mapu halal maaf kepada hr imam albukhari"
"219","Hadis Tentang Bekerja, Wirausaha, dan Transaksi","19. Hadis Tentang Bekerja, Wirausaha, dan Transaksi/5.txt","riwayat jabir radliallahuanhu kata rasulullah shallallahu alaihi wassalam sabda barang siapa milik tanah ladang hendak cocok tanam ikan saudara garap dia laku dua hendak dia beri tanah hr imam albukhari"
"220","Hadis Tentang Bekerja, Wirausaha, dan Transaksi","19. Hadis Tentang Bekerja, Wirausaha, dan Transaksi/6.txt","riwayat albarabin azib zaid bin arqam tanya tukar uang beliau jawab transaksi langsung cash apa bila tunda tangguh belakang tidak hr imam albukhari"
"221","Hadis Tentang Bekerja, Wirausaha, dan Transaksi","19. Hadis Tentang Bekerja, Wirausaha, dan Transaksi/7.txt","nabi shallallahu alaihi wassalam sabda barang siapa ambil harta manusia utang serta maksud bayar allah bayar untuk balik siapa ambil maksud rusak rugi allah rusak orang hr imam albukhari"
"222","Hadis Tentang Bekerja, Wirausaha, dan Transaksi","19. Hadis Tentang Bekerja, Wirausaha, dan Transaksi/8.txt","riwayat abu said alkhudriy abu hurairah rasulullah shallallahu alaihi wassalam pernah kerja orang daerah khaibar kemudian orang datang bawa kurma pilih baik rasulullah shallallahu alaihi wassalam sabda semua kurma khaibar orang kata allah wahai rasulullah sungguh tukar barter satu sha dari jenis kurma sha kurma dan sha kurma ini tiga sha kurma maka rasulullah shallallahu alaihi wassalam sabda jangan kamu laku jual semua dengan dirham kemudian beli dengan dirham hr imam albukhari"
"223","Hadis Tentang Bekerja, Wirausaha, dan Transaksi","19. Hadis Tentang Bekerja, Wirausaha, dan Transaksi/9.txt","riwayat almiqdad nabi shallallahu alaihi wassalam sabda ada orang makan suatu makan lebih baik makan hasil usaha tangan sendiri sungguh nabi allah daudalaihis salam makan makan hasil usaha sendiri hr imam albukhari"
"224","Hadis Tentang Bekerja, Wirausaha, dan Transaksi","19. Hadis Tentang Bekerja, Wirausaha, dan Transaksi/10.txt","riwayat anas bin malik nabi shallallahu alaihi wassalam beliau sabda tidak orang muslim cocok tanam lalu tanam sebut makan orang atau binatang ternak jadi sedekah bagi hr imam albukhari"
"225","Hadis Tentang Bekerja, Wirausaha, dan Transaksi","19. Hadis Tentang Bekerja, Wirausaha, dan Transaksi/11.txt","riwayat abu hurairah radliallahu anhu kata rasululullah shallallahu alaihi wassalam sabda barang siapa sumpah kata laata uzza hendak kata laa ilaaha illallaah barang siapa kata sahabat kemari judi dengan hendak dakah hr imam albukhari"
"226","Hadis Tentang Bekerja, Wirausaha, dan Transaksi","19. Hadis Tentang Bekerja, Wirausaha, dan Transaksi/12.txt","riwayat hakim bin hizam nabi shallallahu alaihi wassalam sabda orang laku jual beli laku khiyar pilih barang akan beli lanjut batal jual beli lama dua pisah sabda beliau hingga dua pisah dua jujur tampak dagang benar dua kah jual beli bila sembunyi cacat barang dusta akan hilang berkah jual beli hr imam albukhari"
"227","Hadis Tentang Makanan Halal dan Haram","20. Hadis Tentang Makanan Halal dan Haram/1.txt","riwayat abayah bin rifaah bin rafi bin khadij kakek kata sedang sama nabi shallallahu alaihi wassalam dzul hulaifah bagi orang sana rasa lapar lalu dapat harta rampas perang upa onta kambing nabi shallallahu alaihi wassalam ada belakang sama rombong lain orangorang lapar itu segera sembelih lalu dapat daging banyak satu kuali nabi shallallahu alaihi wassalam perintah kuali sebut tumpah isi kemudian beliau bagi rata mana bagi puluh kambing sama satu ekor onta ada ekor onta lari lalu cari hingga lelah itu antara ada buru panah hingga akhir allah takdir bunuh onta sebut beliau sabda sungguh binatang ini hukum sama binatang liar apa yang kabur kalian lalu dapat laku ini kakek kata harap khawatir temu musuh esok hari kita punya pisau kita sembelih kayu beliau kata yang tumpah darah sebut nama allah makan gigi kuku aku sampai itu adapun gigi masuk tulang kuku rupa pisau orangorang habsasyah hr imam albukhari"
"228","Hadis Tentang Makanan Halal dan Haram","20. Hadis Tentang Makanan Halal dan Haram/2.txt","riwayat fatimah asma kata masa rasulullah shallallahu alaihi wassalam pernah sembelih kuda madinah kami makan hr imam albukhari"
"229","Hadis Tentang Makanan Halal dan Haram","20. Hadis Tentang Makanan Halal dan Haram/3.txt","riwayat jabir bin abdillah radliallahuanhuma kata rasulullah shallallahu alaihi wassalam larang makan daging keledai jinak beri longgar konsumsi daging kuda saat perang khaibar hr imam albukhari"
"230","Hadis Tentang Makanan Halal dan Haram","20. Hadis Tentang Makanan Halal dan Haram/4.txt","riwayat abu tsalabah radliallahu anhu kata rasulullah shallallahu alaihi wassalam larang makan daging binatang buas taring hr imam albukhari"
"231","Hadis Tentang Makanan Halal dan Haram","20. Hadis Tentang Makanan Halal dan Haram/5.txt","riwayat adiy bin hatim kata aku tanya nabi shallallahu alaihi wassalam wahai rasulullah aku lepas anjing buru ucap basmalah lalu aku temu anjing buru hewan buru sama aku baca basmalah aku tahu mana dua anjing yang bunuh hewan buru maka nabi shallallahu alaihi wassalam sabda jangan kamu makan hewan hasil buru karena kamu baca basmalah anjing tidak untuk anjing yang lain hr imam albukhari"
"232","Hadis Tentang Budak","21. Hadis Tentang Budak/1.txt","riwayat asma binti abu bakar kata perintah bebas budak jadi gerhana matahari hr imam albukhari"
"233","Hadis Tentang Hiburan","22. Hadis Tentang Hiburan/1.txt","cerita kami ismail kata cerita kepada ibnu wahb kata amru cerita kepada abu alaswad urwah aisyah radliallhu anha rasulullah shallallahu alaihi wassalam masuk temu itu sis dua sahaya wanita sedang senandung lagulagu perang buats beliau baring atas tikar lalu maling wajah kemudian masuk abu bakar lalu cela kata serulingseruling syaitan kalian dengar hadap rasulullah shallallahu alaihi wassalam rasulullah shallallahu alaihi wassalam pandang abu bakar kata biar keduaya beliau hirau aku beri isyarat dua sahaya sebut lalu dua pergi hr imam albukhari"
"234","Hadis Tentang Hiburan","22. Hadis Tentang Hiburan/2.txt","riwayat aisyah radliallahu anha kata hari raya id biasa dua budak sudan lihat boleh main tombak perisai adakalanya aku sendiri minta nabi shallallahu alaihi wassalam beliau tawar kepada kamu mau lihat aku jawab mau beliau tempat aku diri belakang beliau mana pipi temu pipi beliau beliau kata terus hai banu arfadah demikian sampai aku rasa bosan lalu beliau kata kamu rasa cukup aku jawab sudah lalu beliau kata kalau pergi hr imam albukhari"
"235","Hadis Tentang Hiburan","22. Hadis Tentang Hiburan/3.txt","riwayat abdullah bin umar sungguh nabi shallallahu alaihi wassalam sabda rezeki tetap bawah tombak rendah kecil telah tetap orang ingkar perintah hr imam albukhari"
"236","Hadis Tentang Kematian","23. Hadis Tentang Kematian/1.txt","riwayat abdullah bin umar radliallahu anhuma kata rasulullah shallallahu alaihi wassalam sabda orang kalian tinggal dunia akan tampak kepada tempat tinggal pagi petang hari masuk duduk surga akan lihat tinggal duduk surga jika dia masuk duduk neraka akan lihat tempat tinggal duduk neraka hr imam albukhari"
"237","Hadis Tentang Kematian","23. Hadis Tentang Kematian/2.txt","riwayat ubadah bin shamit nabi shallallahu alaihi wassalam beliau sabda barang siapa cinta jumpa allah allah akan cinta jumpa dengan balik barang siapa benci jumpa allah allah akan benci jumpa dengan sontak aisyah bagi istri beliau komentar juga cemas mati nabi lantas sabda bukan maksud maksud benar orang mukmin mati jemput beri kabar gembira keridhaan allah karamahnya tak sesuatu apa lebih cinta apa di hadap cinta jumpa allah allah cinta jumpa kepada balik orang kafir mati jemput beri kabar buruk siksa allah hukum tidak yang lebih cemas apa yang di hadap ia benci jumpa allah allah benci jumpa dengan hr imam albukhari"
"238","Hadis Tentang Balasan Ibadah dan Maksiat","24. Hadis Tentang Balasan Ibadah dan Maksiat/1.txt","riwayat anas bin malik radliallahu anhu tutur rasulullah shallallahu alaihi wassalam sabda mayit iring tiga sedang yang satu terus serta iring keluarga harta amal harta keluarga kembali sedang amal akan terus tetap sama hr imam albukhari"
"239","Hadis Tentang Balasan Ibadah dan Maksiat","24. Hadis Tentang Balasan Ibadah dan Maksiat/2.txt","riwayat abu hurairah rasulullah shallallahu alaihi wassalam sabda allah firman orang hamba laku jahat jangan kalian catat hingga laku laku catat misal jika tinggal aku catat baik bagi jika ia niat laku baik bagi jika laku catat puluh baik bagi bahkan hingga tujuh ratus kali lipat hr imam albukhari"
"240","Hadis Tentang Balasan Ibadah dan Maksiat","24. Hadis Tentang Balasan Ibadah dan Maksiat/3.txt","riwayat abu hurairah kata rasulullah shallallahu alaihi wassalam diri turun kepada ayat ingat keluarga dekat assyuraa ayat beliau sabda wahai orangorang quraisy ucap rupa dengan bilah diri kalian allah tidak mampu tolong kalian sedikit allah wahai bani abd manaf tidak mampu tolong kalian sedikit allah wahai abbas bin abdul muthalib tidak mampu tolong kamu sedikit dari allah wahai shafiyah bibi rasulullah tidak mampu tolong kamu sedikit dari allah wahai fathimah binti muhammad minta kepada apa engkau ingin dari harta tidak mampu tolong kamu sedikit dari allah hr imam albukhari"
"241","Hadis Tentang Balasan Ibadah dan Maksiat","24. Hadis Tentang Balasan Ibadah dan Maksiat/4.txt","riwayat abu hurairah radliallahu anhu nabi shallallahu alaihi wassalam beliau sabda tiga kelompok manusia akan beri pahala kali pertama orang lakilaki milik orang budak wanita mana ajar ajar baik kemudian didik didik baik lalu bebas kemudian nikah bagi orang dapat pahala dua orang mukmin kalang ahlul kitab mana belum adalah orang iman kemudian iman nabi shallallahu alaihi wassalam bagi pahala tiga orang budak tunai hakhak allah juga setia tuan bagi pahala hr imam albukhari"
"242","Hadis Tentang Balasan Ibadah dan Maksiat","24. Hadis Tentang Balasan Ibadah dan Maksiat/5.txt","riwayat jarir bin abdullah nabi shallallahu alaihi wassalam beliau sabda barang siapa beri kasih sayang dia akan beri kasih sayang hr imam albukhari"
"243","Hadis Tentang Balasan Ibadah dan Maksiat","24. Hadis Tentang Balasan Ibadah dan Maksiat/6.txt","riwayat ibnu umar radliallahu anhuma nabi shallallahu alaihi wassalam beliau sabda sungguh kibar bendera para khianat hari kiamat kelak kata adalah bendera khianat fulan bin fulan hr imam albukhari"
"244","Hadis Tentang Balasan Ibadah dan Maksiat","24. Hadis Tentang Balasan Ibadah dan Maksiat/7.txt","riwayat abu hurairah nabi shallallahu alaihi wassalam sabda dapat tujuh golong manusia akan dapat lindung allah hari dapat lindung lindung pimpin adil orang pemuda sibuk diri ibadah tuhan orang lakilaki hati ikat masjid orang lakilaki saling cinta allah tidak temu allah tidak pisah karena allah orang lakilaki di ajak buat maksiat orang wanita kaya nan cantik lalu jawab aku takut allah orang dakah sembunyisembunyi hingga tangan kiri tidak tahu apa sedekah tangan kanan orang lakilaki zikir allah asing diri hingga dua mata keluar air mata menang karena allah hr imam albukhari"
"245","Hadis Tentang Penyakit dan Obat","25. Hadis Tentang Penyakit dan Obat/1.txt","riwayat rafi bin khadij kata aku dengar nabi shallallahu alaihi wassalam sabda sakit panas demam asal didih api jahannam itu reda kalian air hr imam albukhari"
"246","Hadis Tentang Penyakit dan Obat","25. Hadis Tentang Penyakit dan Obat/2.txt","riwayat amir bin saad bin abu waqash bapak dia amir dengar bapak tanya usamah bin zaid apa pernah kamu dengar rasulullah shallallahu alaihi wassalam masalah thaun wabah sakit sampar pes lepra usamah jawab rasululullah shallallahu alaihi wassalam sabda thaun jenis kotor siksa kirim satu golong bani israil kepada umat kalian itu kalian dengar wabah sebut suatu wilayah jangan kalian pasuk wilayah sebut jika kalian sedang ada wilayah kena wabah sebut jangan kalian ungsi dari untuk selamat diri hr imam albukhari"
"247","Hadis Tentang Penyakit dan Obat","25. Hadis Tentang Penyakit dan Obat/3.txt","riwayat amir bin saad bapak kata rasulullah shallallahu alaihi wassalam sabda barang siapa tiap pagi konsumsi tujuh butir kurma ajwah pada hari ia hindar racun sihir hr imam albukhari"
